label,text,answer
1,"Rabbi, Fruma-Sarah, Grandma Tzeitel",Fiddler on the Roof
2,"People from the past appear to a brother & sister in ""Rewards and Fairies"" by this author of ""The Jungle Book""",Kipling
4,"His 1947 oceanic expedition began in Callao, Peru & ended 10 days later in Polynesia",Thor Heyerdahl
2,"Creator of ""archy and mehitabel"", this humorist once was assistant editor for ""The Uncle Remus Magazine""",Don Marquis
4,This cloudy atmosphere containing the nucleus of a comet may reach a diameter of 1 million miles,coma
1,"I Keep Forgettin' that before he went solo, he sang lead for the Doobie Brothers",Michael McDonald
2,"This author once had a newsletter devoted to him titled ""Castle Rock""",Stephen King
2,"A savage named John has educated himself by reading Shakespeare in ""Brave New World"" by this man",Aldous Huxley
2,Oscar Wilde's only novel,The Picture Of Dorian Gray
2,"This 1927 Thornton Wilder novel begins, ""On Friday noon, July the twentieth, 1714, the finest bridge in all Peru broke""",The Bridge of San Luis Rey
4,In 1875 this plant breeder moved to California using profits earned on his potato,Luther Burbank
2,"William Rose Benet won a Pulitzer for ""The Dust Which Is God"", & this brother won for ""John Brown's Body""",Stephen Vincent Benet
2,"His novels ""Ragtime"" & ""World's Fair"" were both set in NYC before WWII",E.L. Doctorow
4,Sharks first inhabited the waters during this period of the Paleozoic era named for an English county,Devonian
4,The boundary between the mantle & this layer is called the Mohorovicic Discontinuity,Crust
4,Compuesto is one of these substances that's composed of 2 or more chemical elements,a compound
1,Number of strings on  a standard mandolin,8
4,A pesticide called HCB has been classified by the EPA as one of these,a carcinogen
2,John Steinbeck first came to prominence with this 1935 novel about a group of Mexican-Americans,Tortilla Flat
1,"Critics love this 10-letter adjective to describe music resembling ""Lay Lady Lay"" or ""Like A Rolling Stone""",Dylanesque
3,Party whips can be found at No. 12 on the street named for this 17th C. treasury secretary,Downing Street
0,This sea between the Dardanelles & the Bosporus was once called Propontis,Sea of Marmara
2,Max et les Maximonstres is the French title of this children's classic,"\""Where the Wild Things Are\"""
3,"Now a term for an urban minority area, this word originally referred to an area set aside for medieval Jews",Ghetto
2,"The title of his novel ""Far From the Madding Crowd"" is found in ""Elegy Written in a Country Churchyard""",Thomas Hardy
0,"The name of this large port city on Western Europe's Schelde River literally means ""at the wharf""",Antwerp
1,"This former ""Moesha"" star rides around on the bus in her ""Who Is She 2 U"" video",Brandy
0,"This mountain range on Russia's border with Georgia contains many oil fields, including those of Baku & Grozny",the Caucasus
1,"This 1962 Roy Orbison hit is subtitled ""How Long Must I Dream""",Dream Baby
1,"This 1962 Roy Orbison hit is subtitled ""How Long Must I Dream""",Dream Baby
1,"A typical symphony orchestra has 32 of these instruments, but only 1 tuba",violins
2,"It's who Eliza carried across the ice floes of the Ohio River in ""Uncle Tom's Cabin""",Her baby (Little Harry)
1,"This group's song ""One Week"" includes the lines ""Hot like wasabi when I bust rhymes, big like LeAnn Rimes""",Barenaked Ladies
1,"Oscar Levant said, ""I think a lot of"" this ""West Side Story"" composer ""but not as much as he does""",Leonard Bernstein
2,"In the era of colonialism, this British author wrote, ""Take Up the White Man's Burden""",Rudyard Kipling
4,Hydras paralyze their prey with poison from stingers on these body parts,tentacles
3,In 1991 Poland's Democratic Union Party won the most seats in the House & Senate; it was formed from this trade group,Solidarity
1,Some say man's 1st musical instrument was the flute; others say it was this percussion type,Drum
2,"His experiences as an enlisted man shaped his 1951 novel ""From Here to Eternity""",James Jones
1,Many date the beginning of the Modernist movement to the 1913 premiere of this Stravinsky work,The Rite of Spring
3,"The Cyclops was the 1st large U.S. vessel with radio equipment recorded lost in this ""shapely"" area",The Bermuda Triangle
2,It's no mystery that this Englishwoman wrote romantic fiction under the pen name Mary Westmacott,Agatha Christie
3,"In the 3rd century B.C., during the reign of Shih Huang Ti, at least 1 million slaves were used to build this",the Great Wall
1,From 1892 to 1895 this Czech served as Director of the National Conservatory of Music in New York City,Dvorák
2,"This 1939 Steinbeck classic featured a lot of Joads including Ma, Pa & Tom",The Grapes of Wrath
3,The 19th of this month is celebrated as the date Texas slaves learned of their freedom in 1865,June (Juneteenth)
2,"Masterpiece Theatre host who wrote ""America"" & ""America Observed""",Alistair Cooke
3,"This N.Y. Island, a reception center for immigrants from 1892 to 1954, is named for a man who once owned it",Ellis Island
3,"This playwright died in 406 B.C., so he never saw his famous tragedy at Colonus produced",Sophocles
0,"Galveston, Texas & Sarasota, Florida lie on this famous gulf",Gulf of Mexico
3,"In 1991 B.C. Amenemhet, a former vizier, founded this country's 12th dynasty",Egypt
1,"Salman Rushdie wrote the lyrics to ""The Ground Beneath Her Feet"", performed by this group",U2
1,"Their grandfather had a No. 1 record in 1935; their father, No. 1's in 1958 & 1961; and they hit No. 1 in 1990",Gunnar & Matthew Nelson
0,"Channel that's between the 2 land masses the Romans called ""The Pillars of Hercules""",Strait of Gibraltar
1,"Formerly of Cream, this legendary rock guitarist is nicknamed ""Slowhand""",Eric Clapton
2,"After years of writing science fiction, he found his niche with historical novels such as ""North and South""",(John) Jakes
1,In 1874 Ibsen asked Edvard Grieg to compose incidental music for this play,Peer Gynt
2,"A jockey who raced in the Grand National, his mysteries usually have a horse-racing theme",Dick Francis
2,"The story of an indecisive man, it was been called Joseph Conrad's ""Hamlet""",Lord Jim
2,"Completes the title of Eldridge Cleaver's 1968 memoir ""Soul on...""",Ice
2,"Working in a mental hospital provided background for his ""One Flew Over the Cuckoo's Nest""",Ken Kesey
1,"This show that debuted in '02 has cursing by mom, dad, son & daughter, & dogs that aren't housebroken",The Osbournes
1,"The libretto for Haydn's oratorio ""The Creation"" was based on this epic English poem",Paradise Lost
0,Name shared by Chicago's Great Lake & one of Chicago's major avenues,Michigan
1,"His first No. 1 country hit, ""I Walk the Line"", was released by Sun Records of Memphis in 1956",Johnny Cash
3,In 1612 Adrian Block & Hans Christiansen established the New World's first known brewery on this island,Manhattan
4,"If you're a steak & veggies creature, you're an omnivore, a combination of these other 2 basic ""-vores""",carnivore and herbivore
0,"Europe's only wild monkeys live on this ""rock""",(rock of) Gibraltar
3,1969: American Indians begin a 2-year occupation of this island in San Francisco Bay,Alcatraz
3,In 1771 this teenage Marquis became a musketeer--good training for the American Revolution,the Marquis de Lafayette
3,In 1700 B.C. the palace of Knossos on this Minoan island was destroyed by an earthquake,Crete
3,"The ""Cry of Dolores"", a speech by Father Hidalgo, sparked the rebellion against this nation",Spain
1,"In traditional solmization, do is the first note of the scale & this is the fourth note",Fa
1,"These ""Sultans of Swing"" did ""The Walk of Life"" in 1985",Dire Straits
0,"Important dams on this river include Rock Island, Rocky Reach & Grand Coulee",the Columbia River
0,This city 30 miles west of Dallas was an important stop along the Chisholm Trail,Fort Worth
3,Decade that saw the Freedom Summer & the Freedom Riders,1960s
3,"This January 1, 1863 document liberated all slaves in regions still under Confederate control",the Emancipation Proclamation
4,Union Carbide makes this common car additive that contains ethylene glycol,Antifreeze
3,"The army's last black regiment, the 24th infantry, was disbanded in October 1951, during this war",the Korean War
0,"This second-largest island has an area of about 306,000 square miles & is shaped like a huge bird",New Guinea
2,"In a 1931 issue of The New Yorker, she quipped, ""Theodore Dreiser should ought to write nicer""",Dorothy Parker
4,"It's not pulp fiction, it's a fact that you have pulp cavities inside these body parts",teeth
2,"In his 1938 work ""The Unvanquished"", the Sartoris family copes with the Civil War",William Faulkner
3,"Named for a town in Jalisco, this liquor was created after the Spanish introduced distilling to the New World",tequila
2,"First published in 1946, a book written by this man became the bestselling book in the U.S. after the Bible","Dr. Benjamin Spock (\""Baby and Child Care\"")"
1,It's a sign indicating the pitch of the notes on a musical staff; treble is one type,Clef
2,"She created Adam Bede, Silas Marner & Daniel Deronda",George Eliot
4,He became president of the Royal Society in 1703 & was reelected annually until his death in 1727,(Sir Isaac) Newton
1,"The stringed instrument played sitting cross-legged on the floor, sometimes with a tabla, an Indian drum",Sitar
1,"If you're humming a movie theme, chances are good it's by this ""Jaws"" & ""Star Wars"" composer",John Williams
1,"He wrote ""William Tell"" for the Paris Opera",Gioacchino Rossini
1,"Kevin Rudolf's 2009 tour is called ""Let It"" this",Rock
3,"On 1/19/96 in real life & fictionally on CBS, Marlee Matlin gave birth, duplicating this woman's 1/19/53 feat",Lucille Ball
2,The Miller's Tale is one of the naughtiest of these famous Chaucer stories,The Canterbury Tales
4,Some minerals can readily be identified by taste; halite has this type of taste,salty
3,First Israelite king's gun-totin' girlfriends,Saul's molls
0,"The former name of the Moluccas, islands known for cloves, mace & nutmeg",the Spice Islands
2,"His 1950 classic ""I, Robot"" contains 9 related stories about (what else?) robots",Isaac Asimov
2,"This author born in 1904 grew up near Mulberry Street in Springfield, Massachusetts",Dr. Seuss (Theodor Geisel)
3,In 1949 the U.S. joined this Western defense pact; our 1st ever peacetime alliance,NATO
1,"Subtitle of En Vogue's ""My Lovin'""",You're Never Gonna Get It
1,"Jazz musician Maynard Ferguson is renowned for his high, squealing tone on this instrument",Trumpet
3,"Under the 1929 Lateran Treaty Roman Catholicism became Italy's official religion, & this became an independent state",the Vatican/Vatican City
4,In 1989 scientists using a scanning tunneling microscope saw this double-stranded molecule for the 1st time,DNA
3,"One of the few stimulants allowed in Islam, this soft drink ""nut"" was a cash cow for Medieval Guinea",Kola nut
3,Little was found in 1986 when Geraldo Rivera opened a vault linked to this crime boss on live TV,Al Capone
3,"In 1864, not a hurricane, but this general caused a path of destruction almost 300 miles long & 60 wide",William T. Sherman
3,"Opening its first soft serve store in Joliet, Illinois in 1940, its Blizzard didn't hit until 1985",Dairy Queen
1,"Soon after ""The Sound of Music"" premiered, this actress who played Brigitta von Trapp got ""Lost in Space""",Angela Cartwright
1,"This subgenre of metal can also mean ""to beat savagely""",thrash
2,William Thackeray,Makepeace
2,"The original title of this author's ""Magister Ludi"" means ""The Glass Bead Game""",(Hermann) Hesse
3,"She was nominated for an Emmy every year from 1985 to 1996 for ""Murder, She Wrote"" but never won",Angela Lansbury
3,"This 1925 event was staged in Dayton, Tenn. to give the city publicity, with the defendant & the law in on it",the Scopes trial
2,"The poem called the ""Garibnameh"" contains 11,000 masnavi, which we know as these rhymed 2-line units of verse",couplets
3,In 1633 he was brought before the Inquisition for believing the doctrine of the Earth moving around the sun,Galileo
3,"450 years of Portuguese rule ended for this SE African nation when it became independent June 25, 1975",Mozambique
2,1978: This Yiddish tale-teller,Isaac Basehevis Singer
3,"In a 1995 work Gar Alperovitz questions ""The Decision To Use"" this weapon",The Atomic Bomb
2,"This existentialist came into being (not nothingness) June 21, 1905 in Paris",(Jean-Paul) Sartre
1,This note sits at the center of the piano keyboard & has a frequency of 261.6 hertz,middle C
4,In the 1920s Edwin Hubble determined that this galaxy was in fact a separate galaxy from the Milky Way,Andromeda
3,Many mark the beginning of the French nation with the crowning of this king in 987,Hugh Capet
1,"(Hi, I'm Brenda Lee)  It's the 2-word title that follows ""You tell me mistakes are part of being young but that don't right the wrong that's been done""",I'm Sorry
2,This Scot is buried at Dryburgh Abbey near a view he so loved that his horses paused there on the way to his funeral,Sir Walter Scott
0,Around 1830 the first Catholic priest ordained in the U.S. obtained land in this state where a university now stands,Indiana
1,The basis of this show that won a Best Musical Tony & a Pulitzer was a collection of stories that won the Pulitzer in 1948,South Pacific
2,"On publication in 1915, his ""The Rainbow"" was labeled obscene & banned, & unsold copies were destroyed",D.H. Lawrence
0,"Monte Cervino is the Italian name for this peak, located in the Alps & copied in Anaheim",The Matterhorn
2,"Death of his son led him to write a ""History of Spiritualism"" before his last Sherlock Holmes book",(Sir Arthur Conan) Doyle
2,1889: By Mark Twain,A Connecticut Yankee in King Arthur's Court
3,"He led the French team to the finals of soccer's World Cup, only to be ejected after headbutting an Italian player",(Zinedine) Zidane
3,"Before he became king of England, George VI served in the Royal Navy & fought in the Battle of Jutland during this war",World War I
0,Kauai Channel separates the island of Kauai from this most populous of the Hawaiian Islands,Oahu
2,Ayn's rock groups,Rand's bands
2,"Tho he ""looked homeward"" to North Carolina, he lived in NYC because ""You Can't Go Home Again""",Thomas Wolfe
4,"Simple substance, my dear Watson (7)",an element
2,"Esmeralda earns her living by dancing with her goat, Djali, in this novel",The Hunchback of Notre Dame
3,Eleanor of Aquitaine was queen consort of this country before becoming queen consort of England,France
2,Lewis' kegs,Carroll's barrels
1,"The title of this song, Paula Abdul's third consecutive No. 1 hit in 1989, refers to a guy who's a snake",Cold Hearted Snake
2,"Parties at her Atlanta home--now a museum--serve martinis in Mason jars, a favorite of hers",(Margaret) Mitchell
2,"This ""Vanity Fair"" author's novel ""The Virginians"", is a sequel to ""Henry Esmond""",William Makepeace Thackeray
1,"The ""clash"" ones range in size from about 15 inches in diameter to 22 inches",cymbals
1,"Shoeless Joe from Hannibal, Mo.  Lucky are we to be having him",Damn Yankees
3,It was the main cause of the 1803 jump in the national debt to $86.4 million,the Louisiana Purchase
1,"In 1962 he teamed with Dee Dee Sharp to record yet another dance hit, ""Slow Twistin'""",Chubby Checker
3,"When West Virginia became a state in 1863, Wheeling was its capital; this city became the permanent capital in 1885",Charleston
1,"The girl from here was ""tall & tan & young & lovely""",Ipanema
2,"English title of 7-part novel ""A la recherche du temps perdu"" by Proust",Remembrance of Things Past
0,"This state's ""Northwest Angle"" lies in Lake of the Woods County north of the 49th parallel",Minnesota
1,This piano ancestor is named for its similarity to another instrument whose strings are also plucked,Harpsichord
4,"A small but vigorous whirlwind over a sandy area is known by this ""demonic"" name",Dust devil
1,Vivaldi & Hummel wrote concertos for this pear-shaped guitarlike instrument,a mandolin
3,"He filed for divorce citing Leviticus 20:21, ""If a man shall take his brother's wife, it is an unclean thing""",Henry VIII
3,"In 1984, for $1.5 million, Ross Perot bought one of the only 17 known copies of this historic British document",the Magna Carta
3,Deadly period of the French Revolution: The ____ of Terror,the Reign of Terror
1,"From 1980 through 1993, this ""stately"" group led by Randy Owen had 32 of its 42 charted singles reach No. 1",Alabama
4,It's the branch of chemistry that deals with carbon compounds,Organic Chemistry
2,"This knight errant's steed in Rocinante, a draft horse originally belonging to his neighbor",Don Quixote
1,"In 1772 he composed his Symphony No. 17 in G Minor, K-129",Wolfgang A. Mozart
1,I Feel Pretty,West Side Story
2,"Memnoch The Devil, ""The Queen Of The Damned"", ""Interview With The Vampire""",Anne Rice
3,"The S.S. Ancon made the first complete trip through this, August 15, 1914",the Panama Canal
2,"Chapter 20 of a biography of this Connecticut-born woman is entitled ""Antislavery Activist: 1853-1854""",(Harriet Beecher) Stowe
0,Egypt's Qattara depression is the lowest point in this largest desert,the Sahara
4,"In 1938 this company brought fluorescent lighting ""to life""",General Electric
0,"Once the seat of the Holy Roman Empire, it's now the capital of Austria",Vienna
3,This golfer came back from a near-fatal car accident to win the 1950 U.S. Open,Ben Hogan
3,"This ""Belle"" of the old west was shot to death in 1889, perhaps by her son Ed",Belle Starr
0,"The preface to a Steinbeck novel tells us this title place ""above the town of Monterey...isn't a flat at all""",Tortilla Flat
1,Ska & rock steady were predecessors of this style that developed in Jamaica in the 1960s,Reggae
1,New York's Club Expo was transformed into Berlin's Kit Kat Club for the 1998 revival of this musical,Cabaret
0,The Cinca River in northeastern Spain rises in these mountains,Pyrenees
3,"On November 14, 1889, the New York World called her trip, ""The Longest Journey Known to Mankind""",Nellie Bly
4,About 70% of this pungent gas produced is converted into fertilizer,ammonia
4,The discovery of this element in 1669 has led to a lot of friction -- in matches,phosphorus
1,"This composer's 1868 work ""Wiegenlied"" is better known to us as ""Lullaby""",Johannes Brahms
1,"This Big Band clarinetist's 1939 autobiography was titled ""The Kingdom of Swing""",Benny Goodman
2,"Since coming on the beat, he's had more N.Y. Times bestsellers than any other author, including over 20 in the last 5 years",James Patterson
1,"It begins, ""When this old world starts getting me down and people are just too much for me to face""",Up on the Roof
4,The U.S. & Florida governments agreed on a $7.8 billion plan to restore water flow to this area,The Everglades
3,In July 2001 a court in Chile ruled that this former president was too ill to stand trial,Pinochet
1,A ponticello is a little one of these found on a violin,a bridge
3,Martin Behaim made the world's first known globe in this year when some say the world was proved round,1492
1,"This 1968 musical was a biography of the composer of ""Over There"" & ""Give My Regards To Broadway""",George M!
2,"After writing about ""The Wreck of the Hesperus"", he wrote ""The Building of the Ship""",Henry Wadsworth Longfellow
3,"The north-south & east-west dividing lines of their ""Land Of Four Quarters"" intersected in Cuzco",the Incas
0,"Though Delaware is the Diamond State, the Crater of Diamonds is in this state",Arkansas
3,"Odysseus had been gone 20 years, even after she'd given him a son, Telemachus.  Yet she knew someday, Odie would return",Penelope
3,The number of counties assigned to Northern Ireland after the 1920 split,six
2,"Published posthumously in 1970, his first novel, ""A Happy Death"", features a protagonist named Patrice Mersault",Albert Camus
2,"1873's ""A Pair Of Blue Eyes"" was the first novel he put his name on; ""Far From The Madding Crowd"" was second",Thomas Hardy
3,"During the Napoleonic Wars, the royal family of Portugal fled to this colony",Brazil
3,The 1st English settlement in Maine occured in this same year as the settlement of Jamestown,1607
2,"Some of the names in this 1915 Edgar Lee Masters work were taken from tombstones in a Lewiston, Illinois cemetery",Spoon River Anthology
3,"The red sky in Munch's ""The Scream"" may be from the debris in the Oslo air from this volcano half a world away",Krakatoa
1,"(AUDIO DAILY DOUBLE): Steven Spielberg film that inspired the 1982 hit heard here: ""Turn on your heart light, let it shine wherever you go...""",E.T. (song by Neil Diamond)
2,"Jim Smiley and His Frog was the original title of ""The Celebrated Jumping Frog of"" this place",Calaveras County
1,"By Italian terms, a cantata is a piece to be sung as contrasted to this, a sounded piece",a sonata
3,"In 1959 Walter Williams, said to be the last surviving veteran of this war, died at age 117",the Civil War
4,"The symbol of this element stands for stannum, which originally denoted an alloy of lead & silver",Tin
3,"A presidential order got her released from jail February 1, 1979",Patricia Hearst
1,"Using ""the circle of fifths"", this key signature follows C major",G major
3,"Established in 1626, Les 24 Violons du Roi was the orchestra of this king, the 13th of the name",Louis
3,"In a Merrie Melodies cartoon title, this historic name precedes ""Bunny-Part""",Napoleon
1,"Steven Tyler of this band lent his steamin' vocals to ""Train Kept A-Rollin'"", first popularized by the Yardbirds",Aerosmith
4,This virus named for an African area killed 7 people in New York state in 1999,West Nile Virus
0,This mountain range extends from the Kara Sea in the north to Kazakhstan in the south,Urals
4,"Divided into 3 parts as its name implies, this period came right before the Jurassic",Triassic
4,"Projecting from the cecum, where the small & large intestines meet, is this non functional organ",Appendix
3,Neil Davis was one of the few journalists to film & report directly on the Fall of Saigon in this year,1975
3,"Completed in 1937, this span cost $35 million to build",the Golden Gate Bridge
4,"The lowest pressure at sea level was 25.69"", measured during one of these tropical storms in the Philippine Sea",typhoon
3,In 1669 this loose confederation of North German cities met for the last time,the Hanseatic League
3,"With the Angles & Jutes, they conquered 5th century England",the Saxons
0,"Provinces of this country include El Oro, Chimborazo & Colon or the Galapagos Islands",Ecuador
3,"The Confederate States of America were established in 1861 in this city, the first Confederate capital","Montgomery, Alabama"
2,"This midwestern American poet gained new fame in 1990 with ""Iron John:  A Book About Men""",Robert Bly
0,India shares its longest border with this nation to the west,Pakistan
2,"His name is a religious post & in ""Essay on Man"" he seeks to ""vindicate the ways of God to Man""",(Alexander) Pope
3,"No one really knows what this French girl, who saved Orleans, looked like; maybe like Leelee Sobieski or Milla Jovovich",Joan of Arc
2,"Johanna Spyri sent her heroine Heidi to live in the Alps of this country, her own homeland",Switzerland
3,Apollo astronauts collected 841 pounds of these (most are stored at Johnson space center),Moon rocks
3,"From Staten Island, this rap ""clan"" of 9 MCs is named after a mythical kung fu sword",Wu-Tang Clan
4,A 1991 photo of Gaspra taken by the Galileo probe was the first close-up of one of these minor planets,Asteroid
0,"Some parts of this natural wonder have been invaded by crown-of-thorns starfish, which feed on polyps",the Great Barrier Reef
4,Around 1840 chemist John William Draper took the first photograph of this heavenly body,the moon
3,"On March 6, 1836 Jim Bowie, weak as a kitten from illness, was killed by Mexican troops while lying in his cot there",the Alamo
2,"Brick Pollitt's wife, who is the ""cat"" in ""Cat on a Hot Tin Roof""",Maggie
4,"Through a stethoscope, you can hear this organ make a healthy ""lub dub"" sound",Heart
1,"Originally, this 1928 Gershwin orchestral composition included real French taxi horns",An American in Paris
3,"Richard I negotiated a treaty with this Saracen, allowing Christian pilgrims to enter Jerusalem freely",Saladin
2,"His service in the Air Force gave him the background to write about a madcap bombardier in ""Catch-22""",(Joseph) Heller
1,Alabama & the Gatlin Brothers are among the country stars who have theatres in this S.C. beach city,Myrtle Beach
4,In 1990 this space telescope provided the first picture of Charon as completely separate from Pluto,the Hubble telescope
3,In 1833 this 35-inch-tall millionaire wed the 32-inch-tall Lavinia Warren (P.T. had his hand in it...),Tom Thumb
3,This man's 1807 steamboat run up the Hudson led to an 1824 Supreme Court decision on interstate commerce,(Robert) Fulton
3,"The 1842 Webster-Ashburton Treaty fixed Maine's border with this ""New"" province",New Brunswick
0,"Peoria, Illinois is surrounded by rich deposits of this solid fuel",coal
4,"The fundamental forces are electromagnetism, gravity & these 2 ""opposite"" nuclear forces",the strong & the weak
2,"In 1956 she published ""Venice Observed"" & her brother Kevin starred in ""Invasion of the Body Snatchers""",Mary McCarthy
0,"The Chinese city of Guangzhou, better known to westerners as this, is also called Yangcheng, ""City of Goats""",Canton
1,Notations for these on a score for a guitarist include C7 & D7,chords
2,"The House of the Seven Gables is set in this New England town, about 150 years after the Witch Trials","Salem, Massachusetts"
2,"It was called ""A Poem  Of Walt Whitman, An American"" before it was called this",Song of Myself
3,The Contras were a U.S.-backed force battling the government of this country,Nicaragua
2,"Tai-Pan was a ""Novel of Hong Kong"" by James Clavell, & this was his 1975 ""Novel of Japan""",Shogun
4,"Our sun is classified as the yellow type of these ""small"" stars",Dwarfs
3,"Peter Paul's 1st candy bar was the Konabar; its 2nd, in 1920, was this chocolate & coconut bar, still popular today",Mounds
0,State where you can visit Hot Springs National Park & Crater of Diamonds State Park,Arkansas
3,"Samsung means ""3 Stars"" in this language of the company's founder Byung-Chull Lee",Korean
3,"Because his proposals for constitutional change were defeated, this French president resigned in 1969",Charles de Gaulle
3,"This name was first used for a political party c. 1629 by those who wanted James, Duke of York to become king",Tory
2,"This ""Godfather"" author calls ""The Fortunate Pilgrim"", re-released in 1997, his best book",Mario Puzo
2,"The Taoist masterpiece ""The Classic of the Way & the Virtue"" was probably written by this man",Lao-Tzu
3,In his teens he began helping Hasdrubal impose Carthaginian domination on the Iberian Peninsula,Hannibal
4,In 1931 2 Americans modified the Mercalli scale to measure the intensity of these in California,earthquakes
3,State in which Nat Turner led a slave revolt in 1831,Virginia
0,The geographic center of North America is in this state that borders Canada,North Dakota
1,"This Russian's popular Polovitzian dances are from his 1890 opera ""Prince Igor""",Alexander Borodin
1,"Bela Bartok wrote a trio called ""Rhapsody"" for this woodwind whose sound opens ""Rhapsody In Blue""",clarinet
2,"Her 1996 novel ""The Keys to the Street"" centers on young Mary Jago, not chief inspector Wexford",Ruth Rendell
2,"He wrote the screenplay to the 1983 Disney film ""Something Wicked This Way Comes"", which was based on his 1962 novel",Ray Bradbury
2,Ydgrun is a goddess worshipped by residents of this Samuel Butler country,Erewhon
0,Doncha know this city on the Red River is the largest city in North Dakota,Fargo
2,"1937: ""Ferris Bilbo's Day Off""",The Hobbit
0,"State whose counties include Crockett, Zapata & Pecos",Texas
4,It's the element whose atomic weight is closest to its atomic number,hydrogen
1,"Stalin's death the next day pushed this ""Peter & The Wolf"" composer's obit off the front page",Sergei Prokofiev
0,This desert makes up half of the area of Israel,Negev
3,"Not the beginning of a beautiful friendship, the Agadir Incident pitted Germany vs. France in this N. African country",Morocco
1,The Perfect Nanny by Jane & Michael Banks,Mary Poppins
3,"In 47 B.C. he reported to the Romans on his victory at Zela, ""Veni, Vidi, Vici""",Julius Caesar
3,"Frederick II agreed to lead one of these for the pope, but due to an epidemic he didn't go and was excommunicated",a Crusade
1,"Her 1991 hit ""Coming Out of the Dark"" was about her tour bus accident of the preceding year",Gloria Estefan
3,"Slaves, molasses & rum were exchanged in the 3 arms of the colonial practice known as this ""trade""",the triangle trade
1,This interval is an ottava,Octave
1,This Australian metal band saw their name on an appliance & only knew it had something to do with electricity,AC/DC
0,"You'll find Livorno & Firenze in this region, once a Grand Duchy & now a grand place to vacation",Tuscany
1,"If you moon over Monteverdi & swoon over Scarlatti, we assume that you ""go for"" this musical style",baroque
3,"Passed in 1913, the 17th Amendment allows for the direct election of these members of Congress",Senators
1,Ol' Man River sung by pigs!  Count me in!,Sowboat
2,The infamous Lowood School in this novel was based on a real school that Charlotte Bronte attended at age 8,Jane Eyre
2,Washington Irving's gracious home Sunnyside overlooks this river,the Hudson River
1,"Sadie, Sadie & ""I'm The Greatest Star""",Funny Girl
1,"The name of this old French dance follows ""Ascot"" in the title of a song from ""My Fair Lady""",gavotte
4,These dark patches on the sun's surface appear & disappear in regular cycles,sunspots
2,This Edith Wharton title character has a hypochondriac wife named Zenobia,Ethan Frome
3,"During the Civil War the Roundheads, members of this religious group, closed the theaters",the Puritans
2,"Rohan, or Riddermark, is an important realm of Middle-Earth in books by this author",Tolkien
3,"In 1519, when Cortes entered the capital then called this, many believed he was a god",Tenochtitlán
2,"Sadly, this final act of Goethe's infatuated hero young Werther was widely imitated by young romantic readers",committing suicide
2,Knut Hamsun,Norway
0,"This capital city lies on the Han River, about 22 miles east of Inchon",Seoul
1,This Austrian's final opera in 1791 had a Masonic theme & a libretto by fellow Mason Emanuel Schikaneder,Mozart
0,Libya's Gulf of Sidra is the southernmost point of this huge sea,Mediterranean Sea
0,"It's the seat of Orange County (in Florida, not California)",Orlando
2,Vidal's battles,Gore's wars
4,"A seal's these, also called vibrissae, sense vibrations in the water that can represent food",their whiskers
1,Illya Darling was based on this foreign film about a woman who worked only Monday through Saturday,Never On Sunday
4,In 1895 Aleksandr Popov & this Italian separately came up with the antenna to improve radio reception,Guglielmo Marconi
2,"Samuel Richardson's ""Pamela"" is this type of novel, written in the form of letters",epistolary
3,"From 1793 to 1810, this liquor made from molasses or sugar cane was used as currency in Australia",rum
2,Harte's wagers,Bret's bets
2,This 1902 Joseph Conrad novella is set in the Belgian Congo,Heart of Darkness
1,"Musical in which Lester Billis was Nellie Forbush's ""honey bun""",South Pacific
1,"To answer this hit canine question from the Baha Men, sorry, it was me, so please stop asking me about it",Who Let The Dogs Out?
3,The first one of these tombs was built about 2650 B.C. by Imhotep for King Zoser & rose about 200 feet using steps,a pyramid (the pyramids accepted)
4,The sling psychrometer & hair hygrometer are used to determine the relative amount of this,humidity
3,"In his last battle, this man defeated Pompey's sons & supporters in 45 B.C. at Munda in Spain",Julius Caesar
1,"In 2002 this novel by C.Y. Lee, first published in 1957, was re-released with a new introduction by David Henry Hwang",Flower Drum Song
1,"A boy like that who'd kill your brother, forget that boy & find another, one of your own kind",West Side Story
3,These people who settled India c. 1500 B.C. were taken for a superior race in Nazi pseudoscience,Aryans
3,"On June 21, 1982 he was found not guilty by reason of insanity in the shooting of President Reagan",John Hinckley
1,"In this show's first scene, ""It's a typical day in Dogpatch, U.S.A.""",Li'l Abner
4,"Using a piece of Iceland spar, a French physicist polarized this in 1808",light
2,"A royal horse guard during World War II, he ""revisited"" the war in his ""Sword of Honour"" trilogy",Evelyn Waugh
3,"In 1991, republics of the former Soviet Union formed the CIS, which stands for this",the Commonwealth of Independent States
2,"Rappaccini's Daughter is one of the short stories featured in his ""Mosses From An Old Manse""",Nathaniel Hawthorne
3,In 1813 this hero of Tippecanoe defeated Tecumseh at the Thames River in Canada,William Henry Harrison
0,It's the only Great Lake not bordering the state of Michigan,Lake Ontario
1,"At age 9, Lorin Maazel shared the podium with L. Stokowski at this outdoor L.A. landmark",Hollywood Bowl
2,In an essay Albert Camus compared the human condition to the myth of this rock pusher,Sisyphus
2,In 1981 John Kennedy Toole was awarded a posthumous Pulitzer Prize for this novel,A Confederacy of Dunces
1,"We can dance if we want to--it's the 1983 hit by Men Without Hats (& don't jump in too fast with ""Pop goes the world"")",The Safety Dance
